,name,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,albumName
7375,Veliero___Eva Bezze,Eva Bezze,Veliero,296088,2021-01-11 17:03:00,0.371,0.22,9,-18.509,0,0.0441,0.946,0.91,0.114,0.0387,131.066,audio_features,296088,3,Veliero
7376,Terminal 4___Karl Amando,Karl Amando,Terminal 4,171803,2021-01-11 17:05:00,0.515,0.135,3,-19.955,1,0.0293,0.936,0.889,0.111,0.106,80.044,audio_features,171804,4,Vivid Sky
7377,Lonewolf___Emmanuelle Rimbaud,Emmanuelle Rimbaud,Lonewolf,155324,2021-01-11 17:08:00,0.251,0.0161,0,-24.678,1,0.0418,0.994,0.901,0.12,0.189,139.25,audio_features,155325,4,Lonewolf
7378,Stairs___Sumsar,Sumsar,Stairs,217978,2021-01-11 17:12:00,0.486,0.617,1,-13.988,1,0.104,0.29,0.885,0.118,0.137,154.976,audio_features,360400,4,Mission: Impossible - Fallout (Music from the Motion Picture)
7379,Rivers___S.J Morgan,S.J Morgan,Rivers,160124,2021-01-11 17:14:00,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243,audio_features,284000,3,The Head and the Heart
7380,Connections___Adumbration,Adumbration,Connections,169672,2021-01-11 17:17:00,0.694,0.824,9,-5.335,0,0.0409,0.0723,0.00839,0.231,0.21,124.045,audio_features,129773,4,Connections
7381,Sparkles___Lake Geneva,Lake Geneva,Sparkles,117846,2021-01-11 17:19:00,0.531,0.073,7,-24.006,1,0.0407,0.729,0.841,0.0893,0.0676,81.941,audio_features,200452,4,Sparkles
7382,"Ban Ja Rani (From ""Tumhari Sulu"")___Guru Randhawa",Guru Randhawa,"Ban Ja Rani (From ""Tumhari Sulu"")",225937,2021-01-11 17:23:00,0.813,0.692,9,-4.718,0,0.0577,0.206,0.0,0.124,0.487,102.015,audio_features,225938,4,High Rated Gabru - Guru Randhawa
7383,Coka___Sukh-E Muzical Doctorz,Sukh-E Muzical Doctorz,Coka,7490,2021-01-11 17:27:00,0.789,0.811,0,-2.623,1,0.0972,0.124,1.96e-05,0.176,0.661,93.985,audio_features,141862,4,Coka
7384,G.O.A.T.___Diljit Dosanjh,Diljit Dosanjh,G.O.A.T.,223636,2021-01-11 17:27:00,0.544,0.917,1,-3.403,0,0.259,0.00313,0.0,0.26,0.686,176.068,audio_features,223636,4,G.O.A.T.
7385,Faire le pont___Prewitt Massé,Prewitt Massé,Faire le pont,122750,2021-01-11 17:29:00,0.321,0.048,7,-24.598,0,0.046,0.996,0.954,0.1,0.43,168.687,audio_features,122750,4,Faire le pont
7386,Mi Nonna___Clara Nishimoto,Clara Nishimoto,Mi Nonna,118974,2021-01-11 17:31:00,0.49,0.0806,4,-25.614,1,0.0573,0.994,0.929,0.0999,0.64,116.206,audio_features,118974,4,Mi Nonna
7387,Don't Let Go___Chordialilies,Chordialilies,Don't Let Go,171556,2021-01-11 17:34:00,0.69,0.738,6,-6.021,0,0.263,0.0756,4.72e-06,0.219,0.39,93.31,audio_features,187896,4,Don't Let Go
7388,Sometimes___Elvira Ashmore,Elvira Ashmore,Sometimes,154874,2021-01-11 17:37:00,0.814,0.571,4,-10.378,0,0.27,0.0822,0.0,0.749,0.533,86.909,audio_features,154825,4,New Beginnings
7389,Emerald___Carl Faber,Carl Faber,Emerald,162857,2021-01-11 17:40:00,0.163,0.149,0,-24.412,0,0.0367,0.967,0.914,0.102,0.351,161.187,audio_features,162857,3,Emerald
7390,Under the Willow Tree___Rebecca Mayer,Rebecca Mayer,Under the Willow Tree,126969,2021-01-11 17:42:00,0.244,0.0461,0,-26.142,1,0.0782,0.994,0.956,0.0972,0.711,219.701,audio_features,126969,4,Summer Breeze
7391,Julien's Sonata___Julien Thorsen,Julien Thorsen,Julien's Sonata,116750,2021-01-11 17:44:00,0.55,0.00354,8,-29.68,1,0.0531,0.996,0.923,0.111,0.116,102.357,audio_features,116750,4,Julien's Sonata
7392,Harmonie___Fernando Alegre,Fernando Alegre,Harmonie,149499,2021-01-11 17:46:00,0.323,0.00894,8,-29.579,0,0.0493,0.993,0.861,0.11,0.215,96.667,audio_features,149500,5,Harmonie
7393,Lost For Words___Leslie Miles,Leslie Miles,Lost For Words,165697,2021-01-11 17:51:00,0.518,0.00935,8,-31.784,0,0.0371,0.996,0.946,0.0899,0.284,67.5,audio_features,167000,4,Miles Away
7394,Po Indru Neeyaga___Anirudh Ravichander,Anirudh Ravichander,Po Indru Neeyaga,2940,2021-01-11 17:55:00,0.489,0.595,3,-3.788,0,0.0273,0.262,0.0,0.0813,0.459,144.859,audio_features,223327,3,Velai Illa Pattadhaari (Original Motion Picture Soundtrack)
7395,Ennadi Maayavi Nee___Santhosh Narayanan,Santhosh Narayanan,Ennadi Maayavi Nee,251000,2021-01-11 17:55:00,0.55,0.246,0,-12.503,0,0.03,0.834,0.00279,0.0977,0.218,119.836,audio_features,251000,3,VadaChennai (Original Motion Picture Soundtrack)
7396,Yaen Ennai Pirindhaai - Male___Sid Sriram,Sid Sriram,Yaen Ennai Pirindhaai - Male,198250,2021-01-11 17:58:00,0.563,0.432,1,-7.862,1,0.0278,0.818,7.61e-06,0.119,0.348,76.499,audio_features,198250,4,Adithya Varma
7397,Laali Laali - Tamil___Ghibran,Ghibran,Laali Laali - Tamil,4262,2021-01-12 00:56:00,0.72,0.62,7,-8.439,1,0.0284,0.738,9.93e-05,0.155,0.258,124.434,audio_features,231500,3,Theeran Adhigaaram Ondru
7398,Kadhal Kan Kattudhe___Anirudh Ravichander,Anirudh Ravichander,Kadhal Kan Kattudhe,11141,2021-01-12 09:05:00,0.417,0.545,2,-4.933,0,0.0345,0.561,0.0,0.134,0.498,139.686,audio_features,256735,3,Kaaki Sattai (Original Motion Picture Soundtrack)
7399,you're not lost___eaup,eaup,you're not lost,148037,2021-01-12 09:08:00,0.573,0.247,10,-13.186,1,0.0408,0.872,0.913,0.0784,0.087,79.985,audio_features,148038,4,you're not lost
7400,So Quiet I Can Hear The Moon___So.Lo,So.Lo,So Quiet I Can Hear The Moon,154520,2021-01-12 09:10:00,0.591,0.21,4,-13.193,1,0.0343,0.645,0.922,0.33,0.127,72.957,audio_features,154521,4,So Quiet I Can Hear The Moon
7401,fairground___eaup,eaup,fairground,127500,2021-01-12 09:12:00,0.664,0.303,0,-10.678,1,0.0411,0.639,0.857,0.143,0.133,79.948,audio_features,127500,4,fairground
7402,Nourish___Yestalgia,Yestalgia,Nourish,123000,2021-01-12 09:14:00,0.746,0.164,1,-9.851,1,0.284,0.743,0.889,0.106,0.32,80.152,audio_features,123000,4,Nourish
7403,The Bright Side of Me___Nex Twonn,Nex Twonn,The Bright Side of Me,157000,2021-01-12 09:17:00,0.694,0.494,6,-11.258,1,0.158,0.532,3.16e-05,0.115,0.312,139.947,audio_features,146856,4,With Love 2
7404,motel___mr.neab,mr.neab,motel,136941,2021-01-12 09:19:00,0.739,0.439,10,-11.896,0,0.0933,0.0949,0.753,0.0996,0.654,144.961,audio_features,92839,4,Motel
7405,Cruisin'___Elior,Elior,Cruisin',119356,2021-01-12 09:21:00,0.545,0.175,11,-15.619,1,0.03,0.907,0.89,0.108,0.136,67.068,audio_features,119356,4,Lazy Sunday
7406,Lessons___Alistair,Alistair,Lessons,134085,2021-01-12 09:24:00,0.626,0.404,4,-10.63,0,0.141,0.0411,0.0,0.317,0.499,131.456,audio_features,250404,4,Lessons
7407,frames___mr.neab,mr.neab,frames,155200,2021-01-12 09:26:00,0.745,0.266,10,-10.36,1,0.0455,0.874,0.959,0.102,0.107,74.968,audio_features,155200,4,frames
7408,The Trail Above the Clouds___Sons Cassettes,Sons Cassettes,The Trail Above the Clouds,113788,2021-01-12 09:28:00,0.686,0.319,0,-12.281,1,0.0459,0.806,0.852,0.17,0.221,92.815,audio_features,113788,4,The Trail Above the Clouds
7409,equinox___steezy prime,steezy prime,equinox,137142,2021-01-12 09:30:00,0.483,0.267,2,-12.429,1,0.0296,0.775,0.369,0.207,0.122,70.033,audio_features,137143,4,equinox
7410,Goodnight___Glimlip,Glimlip,Goodnight,111538,2021-01-12 09:32:00,0.754,0.295,7,-11.433,0,0.082,0.749,0.885,0.386,0.329,78.015,audio_features,111538,4,Goodnight
7411,Alleycats___Maple Syrup,Maple Syrup,Alleycats,122959,2021-01-12 09:34:00,0.789,0.488,1,-7.982,1,0.211,0.703,0.0,0.108,0.659,92.983,audio_features,127033,4,Trigger
7412,By Your Side___Yestalgia,Yestalgia,By Your Side,143376,2021-01-12 09:37:00,0.694,0.743,6,-3.851,1,0.033,0.0773,0.0,0.0587,0.637,122.998,audio_features,201254,4,Down With DJ
7413,Homecoming___Maadrhino,Maadrhino,Homecoming,160941,2021-01-12 09:39:00,0.5,0.177,9,-22.571,0,0.0435,0.995,0.952,0.095,0.453,172.036,audio_features,137432,4,Homecoming
7414,I'll Be Waiting___CaliCronk,CaliCronk,I'll Be Waiting,91764,2021-01-12 09:41:00,0.762,0.154,5,-8.374,1,0.0494,0.652,0.339,0.155,0.251,84.969,audio_features,91765,4,I'll Be Waiting
7415,No Worries___Sebastian Kamae,Sebastian Kamae,No Worries,146250,2021-01-12 09:43:00,0.735,0.816,6,-1.924,0,0.306,0.219,0.0,0.163,0.632,90.207,audio_features,192000,4,No Worries
7416,Last Days___kust,kust,Last Days,129000,2021-01-12 09:45:00,0.675,0.539,1,-6.192,1,0.333,0.434,0.0,0.162,0.172,179.975,audio_features,312191,4,"Outlaw Nation, Vol. 1"
7417,Outer Space___Mantrick,Mantrick,Outer Space,32554,2021-01-12 10:59:00,0.109,0.0816,0,-22.061,1,0.0393,0.989,0.606,0.11,0.0348,74.656,audio_features,139636,1,! ! ! ! ! Music for Study ! ! ! ! !
7418,Unicorn and the Sheep___Raghav Meattle,Raghav Meattle,Unicorn and the Sheep,115414,2021-01-12 11:01:00,0.646,0.21,1,-16.234,1,0.0492,0.747,0.000212,0.111,0.47,118.498,audio_features,151531,4,Unicorn And The Sheep
7419,Maybe I Can Fly___When Chai Met Toast,When Chai Met Toast,Maybe I Can Fly,1079,2021-01-12 11:02:00,0.664,0.736,9,-5.658,1,0.0419,0.0212,0.00485,0.0482,0.681,112.021,audio_features,230246,4,Maybe I Can Fly
7420,Unicorn and the Sheep___Raghav Meattle,Raghav Meattle,Unicorn and the Sheep,151531,2021-01-12 11:40:00,0.646,0.21,1,-16.234,1,0.0492,0.747,0.000212,0.111,0.47,118.498,audio_features,151531,4,Unicorn And The Sheep
7421,Khoj (Passing By)___When Chai Met Toast,When Chai Met Toast,Khoj (Passing By),212571,2021-01-12 11:43:00,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,audio_features,212572,3,Believe
7422,100 words___Prateek Kuhad,Prateek Kuhad,100 words,210420,2021-01-12 11:47:00,0.518,0.44,3,-14.536,1,0.034,0.888,0.457,0.111,0.575,76.154,audio_features,210420,4,cold/mess
7423,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,159320,2021-01-12 11:50:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
7424,Teri Ay___Umer Farooq,Umer Farooq,Teri Ay,232800,2021-01-12 11:54:00,0.666,0.456,9,-9.429,1,0.0262,0.617,0.00166,0.127,0.276,100.008,audio_features,232800,4,Patang
7425,Ocean___Anuv Jain,Anuv Jain,Ocean,252630,2021-01-12 11:58:00,0.72,0.237,3,-11.665,1,0.0415,0.963,0.0,0.0952,0.606,125.335,audio_features,252630,4,Ocean
7426,Nit Nit___Jasleen Royal,Jasleen Royal,Nit Nit,246136,2021-01-12 12:02:00,0.442,0.412,10,-10.675,1,0.0377,0.781,0.0237,0.15,0.235,176.019,audio_features,246136,4,Nit Nit
7427,When We Feel Young___When Chai Met Toast,When Chai Met Toast,When We Feel Young,266393,2021-01-12 12:06:00,0.573,0.7,4,-6.661,1,0.0271,0.267,0.0187,0.117,0.317,87.508,audio_features,266393,4,When We Feel Young
7428,City Life___Raghav Meattle,Raghav Meattle,City Life,160844,2021-01-12 12:09:00,0.647,0.45,4,-12.358,1,0.0339,0.563,6.89e-05,0.143,0.339,94.962,audio_features,160844,4,City Life - Single
7429,What Colour Is Your Raindrop___Tajdar Junaid,Tajdar Junaid,What Colour Is Your Raindrop,186019,2021-01-12 12:12:00,0.629,0.102,5,-15.831,1,0.0394,0.72,0.574,0.131,0.14,128.311,audio_features,186019,4,What Colour Is Your Raindrop
7430,Ishq___Ali Sethi,Ali Sethi,Ishq,242023,2021-01-12 12:16:00,0.317,0.432,3,-6.658,1,0.0324,0.196,0.00013,0.115,0.312,175.544,audio_features,242023,4,Ishq - Single
7431,Meri Dastaan___Taba Chake,Taba Chake,Meri Dastaan,224433,2021-01-12 12:20:00,0.564,0.407,8,-10.764,1,0.0402,0.68,4.17e-05,0.0798,0.524,150.261,audio_features,244879,4,Bombay Dreams
7432,Deathcab___Ditty,Ditty,Deathcab,218083,2021-01-12 12:24:00,0.621,0.227,7,-14.337,1,0.0259,0.678,0.00215,0.111,0.215,92.082,audio_features,218084,4,Poetry Ceylon
7433,Back to the Known (Live)___Raghav Meattle,Raghav Meattle,Back to the Known (Live),232588,2021-01-12 12:27:00,0.531,0.226,9,-12.94,1,0.0421,0.716,0.0108,0.334,0.136,141.249,audio_features,232588,3,Back to the Known (Live)
7434,Sang Rahiyo (feat. Ranveer Allahbadia)___Jasleen Royal,Jasleen Royal,Sang Rahiyo (feat. Ranveer Allahbadia),29800,2021-01-12 12:28:00,0.634,0.498,10,-11.503,1,0.0248,0.814,0.000294,0.0561,0.434,94.022,audio_features,213288,4,Sang Rahiyo (feat. Ranveer Allahbadia)
7435,MJRH___Lifafa,Lifafa,MJRH,181504,2021-01-12 12:31:00,0.143,0.363,1,-15.477,1,0.0348,0.0861,0.8,0.0531,0.335,90.233,audio_features,211613,4,Jaago
7436,Marijuana___Shamoon Ismail,Shamoon Ismail,Marijuana,186985,2021-01-12 12:34:00,0.686,0.566,4,-11.567,1,0.0496,0.159,0.0221,0.104,0.698,94.977,audio_features,186986,4,Cookie
7437,Believe___When Chai Met Toast,When Chai Met Toast,Believe,236700,2021-01-12 12:38:00,0.25,0.618,2,-7.705,1,0.0378,0.16,0.0169,0.109,0.12,66.632,audio_features,236700,4,Believe
7438,She Can___Raghav Meattle,Raghav Meattle,She Can,163632,2021-01-13 12:19:00,0.715,0.713,4,-9.436,1,0.0452,0.398,6.32e-06,0.109,0.583,105.508,audio_features,174067,4,Songs From a Matchbox
7439,Chérie___C4C,C4C,Chérie,207483,2021-01-13 12:22:00,0.721,0.105,11,-14.468,0,0.0607,0.181,0.922,0.342,0.302,155.021,audio_features,207484,4,L'aventure EP
7440,The Day You Left___amies,amies,The Day You Left,148000,2021-01-13 12:25:00,0.565,0.0232,1,-24.73,1,0.0454,0.953,0.903,0.114,0.241,60.941,audio_features,148000,4,Solitude
7441,Permafrost___autumn keys,autumn keys,Permafrost,160000,2021-01-13 12:27:00,0.542,0.292,8,-15.44,1,0.0585,0.499,0.919,0.102,0.0389,65.692,audio_features,160000,4,Permafrost
7442,Killing Time___Malia Løu,Malia Løu,Killing Time,122626,2021-01-13 12:29:00,0.728,0.392,3,-12.058,0,0.0382,0.65,0.363,0.0938,0.393,100.015,audio_features,122626,4,Killing Time
7443,Can't Take My Eyes off You___Craymer,Craymer,Can't Take My Eyes off You,240628,2021-01-13 12:33:00,0.479,0.185,11,-14.938,0,0.0433,0.941,0.0186,0.356,0.0393,122.196,audio_features,240628,4,Can't Take My Eyes off You
7444,Sacrifices___GXNXSIS,GXNXSIS,Sacrifices,80069,2021-01-13 12:35:00,0.619,0.0834,10,-12.419,1,0.0805,0.865,0.658,0.111,0.606,180.226,audio_features,80069,4,Sacrifices
7445,Happy Friday___Carl Down,Carl Down,Happy Friday,116470,2021-01-13 12:37:00,0.767,0.172,11,-18.683,1,0.0667,0.422,0.158,0.0845,0.285,135.884,audio_features,116471,4,Perfection
7446,Sweetest Thing___Funky Notes,Funky Notes,Sweetest Thing,166000,2021-01-13 12:40:00,0.602,0.26,11,-11.098,1,0.166,0.153,0.252,0.104,0.631,178.054,audio_features,166000,4,Sweetest Thing
7447,"Sedona Vortex___Sarah, the Illstrumentalist","Sarah, the Illstrumentalist",Sedona Vortex,178714,2021-01-13 12:43:00,0.381,0.346,4,-10.711,0,0.083,0.382,0.931,0.123,0.0396,76.568,audio_features,178714,4,Discover the World Vol. 1
7448,Palermo___fenoaltea,fenoaltea,Palermo,108387,2021-01-13 12:44:00,0.834,0.535,9,-7.281,0,0.282,0.209,0.0,0.124,0.415,131.876,audio_features,235787,4,Montana Max
7449,thoughts___eevee,eevee,thoughts,105365,2021-01-13 12:46:00,0.685,0.464,7,-9.931,1,0.0579,0.138,3.97e-05,0.111,0.0559,90.011,audio_features,185713,4,Thoughts
7450,Chill in Lydda___Hazy Noir,Hazy Noir,Chill in Lydda,156000,2021-01-13 12:49:00,0.69,0.394,9,-16.714,0,0.0477,0.242,0.823,0.147,0.276,160.014,audio_features,156000,4,Chill in Lydda
7451,Coral Reef___Slowheal,Slowheal,Coral Reef,162000,2021-01-13 12:51:00,0.567,0.349,2,-9.939,1,0.0273,0.678,0.889,0.0862,0.163,79.999,audio_features,162000,4,missing piece
7452,Wee Hours___Sobremesa,Sobremesa,Wee Hours,152416,2021-01-13 12:54:00,0.671,0.622,2,-8.898,0,0.0401,0.589,0.849,0.0999,0.522,181.953,audio_features,152417,4,Wee Hours
7453,Flying Over the Cuckoo's Nest‎___Lofi Coffee,Lofi Coffee,Flying Over the Cuckoo's Nest‎,130547,2021-01-13 12:56:00,0.863,0.41,5,-12.073,0,0.174,0.694,0.919,0.104,0.936,148.055,audio_features,130548,4,Midnight Espresso
7454,missing___boxboys,boxboys,missing,95400,2021-01-13 12:58:00,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,audio_features,217408,4,Missing Piece
7455,Seventy's___Beaumont,Beaumont,Seventy's,70426,2021-01-13 12:59:00,0.378,0.752,9,-4.352,1,0.4,0.193,0.0,0.172,0.319,95.605,audio_features,212933,4,Road to Tokyo
7456,Lost Town___MON MON,MON MON,Lost Town,104470,2021-01-13 13:01:00,0.644,0.149,8,-14.794,1,0.0368,0.26,0.904,0.13,0.265,84.994,audio_features,104471,4,Reflections
7457,Birdsong___Flovry,Flovry,Birdsong,203223,2021-01-13 13:04:00,0.784,0.224,6,-11.757,1,0.0856,0.949,0.817,0.0835,0.689,128.089,audio_features,203223,4,College Music Presents: Lift Off
7458,Streetlights___Laffey,Laffey,Streetlights,43583,2021-01-13 14:10:00,0.567,0.198,2,-14.853,1,0.0326,0.958,0.945,0.111,0.0698,129.849,audio_features,148490,4,Summer Nights
7459,100 words___Prateek Kuhad,Prateek Kuhad,100 words,210420,2021-01-13 14:13:00,0.518,0.44,3,-14.536,1,0.034,0.888,0.457,0.111,0.575,76.154,audio_features,210420,4,cold/mess
7460,Labb Par Aaye___Shankar-Ehsaan-Loy,Shankar-Ehsaan-Loy,Labb Par Aaye,4831,2021-01-13 14:14:00,0.418,0.537,11,-7.769,0,0.0455,0.727,0.0,0.377,0.693,132.749,audio_features,227553,3,Bandish Bandits (Music from the Original Web Series)
7461,Blinding Lights___The Weeknd,The Weeknd,Blinding Lights,200040,2021-01-13 14:17:00,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,200040,4,After Hours
7462,Real Life___The Weeknd,The Weeknd,Real Life,223373,2021-01-13 14:21:00,0.581,0.652,11,-5.039,0,0.0496,0.439,0.0,0.351,0.358,90.634,audio_features,223373,4,Beauty Behind The Madness
7463,Tears In The Rain___The Weeknd,The Weeknd,Tears In The Rain,444653,2021-01-13 14:28:00,0.655,0.636,1,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01,audio_features,444653,4,Kiss Land
7464,Rolling Stone___The Weeknd,The Weeknd,Rolling Stone,230546,2021-01-13 14:32:00,0.693,0.323,3,-11.97,0,0.0306,0.405,2.19e-05,0.149,0.669,129.964,audio_features,230547,4,Trilogy
7465,Starboy___The Weeknd,The Weeknd,Starboy,230453,2021-01-13 14:36:00,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,230453,4,Starboy
7466,The Birds Pt. 2___The Weeknd,The Weeknd,The Birds Pt. 2,350640,2021-01-13 14:42:00,0.296,0.518,9,-9.571,0,0.0489,0.745,3.31e-05,0.462,0.0755,183.672,audio_features,350640,4,Trilogy
7467,The Morning___The Weeknd,The Weeknd,The Morning,312426,2021-01-13 14:47:00,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,audio_features,312427,4,Trilogy
7468,The Hills___The Weeknd,The Weeknd,The Hills,242253,2021-01-13 14:51:00,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,audio_features,242253,4,Beauty Behind The Madness
7469,Tears In The Rain___The Weeknd,The Weeknd,Tears In The Rain,205854,2021-01-14 08:44:00,0.655,0.636,1,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01,audio_features,444653,4,Kiss Land
7470,Breaking Clouds___Mondo Loops,Mondo Loops,Breaking Clouds,164571,2021-01-14 08:46:00,0.52,0.0655,1,-23.85,1,0.0299,0.882,0.933,0.106,0.0578,70.069,audio_features,164571,4,In Nature
7471,November___LeVirya,LeVirya,November,103500,2021-01-14 08:48:00,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,536067,4,Use Your Illusion I
7472,Crazy for You___Moai Beats,Moai Beats,Crazy for You,250344,2021-01-14 08:52:00,0.459,0.35,3,-9.141,1,0.0259,0.921,5.61e-06,0.11,0.161,169.866,audio_features,222314,4,《穿盔甲的少女》電視劇原聲帶 (插曲)
7473,Ocean___Gradient Island,Gradient Island,Ocean,108800,2021-01-14 08:54:00,0.358,0.372,4,-7.664,0,0.0464,0.81,0.0539,0.0877,0.16,144.833,audio_features,200387,4,Sunset Soundtrack
7474,Weightless___TABAL,TABAL,Weightless,136285,2021-01-14 08:56:00,0.672,0.306,9,-7.006,1,0.0288,0.919,0.921,0.105,0.206,140.101,audio_features,136286,4,3 Am. Study Session
7475,Coral Reef___Slowheal,Slowheal,Coral Reef,162000,2021-01-14 08:59:00,0.567,0.349,2,-9.939,1,0.0273,0.678,0.889,0.0862,0.163,79.999,audio_features,162000,4,missing piece
7476,easy___Billy Hammer,Billy Hammer,easy,81000,2021-01-14 09:00:00,0.891,0.748,1,-3.844,0,0.0976,0.186,2.06e-06,0.133,0.401,94.06,audio_features,219867,4,Pa'l Bellaqueo
7477,Flying Over the Cuckoo's Nest‎___Lofi Coffee,Lofi Coffee,Flying Over the Cuckoo's Nest‎,130547,2021-01-14 09:03:00,0.863,0.41,5,-12.073,0,0.174,0.694,0.919,0.104,0.936,148.055,audio_features,130548,4,Midnight Espresso
7478,Silver Lake___Malveron,Malveron,Silver Lake,168000,2021-01-14 09:05:00,0.534,0.277,5,-15.585,0,0.0302,0.804,0.937,0.116,0.144,70.02,audio_features,181714,4,Stillness in Motion
7479,Streetlights___Laffey,Laffey,Streetlights,148490,2021-01-14 09:08:00,0.567,0.198,2,-14.853,1,0.0326,0.958,0.945,0.111,0.0698,129.849,audio_features,148490,4,Summer Nights
7480,Jazzy Afternoon___Codename Chinadoll,Codename Chinadoll,Jazzy Afternoon,106687,2021-01-14 09:10:00,0.668,0.321,10,-11.569,1,0.109,0.878,0.94,0.122,0.0913,90.025,audio_features,106687,4,Selected Lifestyle Poems
7481,Feeling Home___Yasumu,Yasumu,Feeling Home,162428,2021-01-14 09:12:00,0.671,0.214,2,-15.123,0,0.178,0.729,0.913,0.382,0.217,140.299,audio_features,162429,4,Until Forever
7482,Flora___KLIM,KLIM,Flora,156387,2021-01-14 09:15:00,0.6,0.46,6,-10.568,0,0.0421,0.122,0.797,0.116,0.764,87.979,audio_features,156388,4,Flora
7483,Happy Friday___Carl Down,Carl Down,Happy Friday,116470,2021-01-14 09:17:00,0.767,0.172,11,-18.683,1,0.0667,0.422,0.158,0.0845,0.285,135.884,audio_features,116471,4,Perfection
7484,Coffee Shop___GXNXSIS,GXNXSIS,Coffee Shop,128000,2021-01-14 09:19:00,0.745,0.246,7,-14.3,1,0.117,0.968,0.935,0.0564,0.628,112.912,audio_features,128000,3,Coffee Shop
7485,A Jazz Club in Paris___Clément Matrat,Clément Matrat,A Jazz Club in Paris,90492,2021-01-14 09:21:00,0.751,0.173,10,-13.138,0,0.0402,0.349,0.678,0.0684,0.354,80.02,audio_features,90492,3,A Jazz Club in Paris
7486,Havana___No Spirit,No Spirit,Havana,168292,2021-01-14 09:23:00,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,217307,4,Camila
7487,Effervescent___Toonorth,Toonorth,Effervescent,44465,2021-01-14 09:41:00,0.811,0.143,0,-11.052,1,0.137,0.567,0.919,0.113,0.442,167.923,audio_features,137143,4,Ambedo
7488,Effervescent___Toonorth,Toonorth,Effervescent,92920,2021-01-14 11:19:00,0.811,0.143,0,-11.052,1,0.137,0.567,0.919,0.113,0.442,167.923,audio_features,137143,4,Ambedo
7489,Interstellar___Silent Voice,Silent Voice,Interstellar,134545,2021-01-14 11:21:00,0.649,0.64,2,-7.726,1,0.131,0.0658,5.92e-05,0.0604,0.543,172.027,audio_features,218360,4,Interstellar
7490,Staying Strong___Noel Lawrence,Noel Lawrence,Staying Strong,102400,2021-01-14 11:23:00,0.723,0.128,0,-19.586,0,0.0517,0.778,0.452,0.164,0.307,136.018,audio_features,102400,4,Staying Strong
7491,Sacrifices___GXNXSIS,GXNXSIS,Sacrifices,80069,2021-01-14 11:24:00,0.619,0.0834,10,-12.419,1,0.0805,0.865,0.658,0.111,0.606,180.226,audio_features,80069,4,Sacrifices
7492,Coffee and Cigarettes___hiyasu,hiyasu,Coffee and Cigarettes,145333,2021-01-14 11:27:00,0.581,0.496,0,-13.371,0,0.0256,0.723,0.941,0.165,0.654,180.034,audio_features,145333,4,Coffee and Cigarettes
7493,Fat Tuesday___My Friend Wilson,My Friend Wilson,Fat Tuesday,125217,2021-01-14 11:29:00,0.811,0.635,5,-8.711,0,0.0688,0.318,0.901,0.0803,0.767,137.996,audio_features,125217,4,Fat Tuesday
7494,SaDa___furino,furino,SaDa,124184,2021-01-14 11:31:00,0.724,0.652,9,-6.048,0,0.0633,0.219,0.0,0.0876,0.939,80.001,audio_features,267600,4,Khaaleja (Original Motion Picture Soundtrack)
7495,Cordon Bleu___G R I Z,G R I Z,Cordon Bleu,141442,2021-01-14 11:33:00,0.714,0.343,1,-12.351,0,0.0331,0.383,0.383,0.26,0.39,112.861,audio_features,141442,4,Cordon Bleu
7496,Sunset Jazz___Moai Beats,Moai Beats,Sunset Jazz,78000,2021-01-14 11:34:00,0.806,0.32,5,-12.333,1,0.0764,0.944,0.919,0.0932,0.302,160.043,audio_features,78000,4,Sunset Jazz
7497,Taonica___Ymori,Ymori,Taonica,147905,2021-01-14 11:37:00,0.872,0.491,0,-10.743,1,0.0557,0.303,0.94,0.264,0.733,103.982,audio_features,147933,4,Taonica
7498,Aurora___homieunculus,homieunculus,Aurora,115000,2021-01-14 12:34:00,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,audio_features,248827,4,All My Demons Greeting Me As A Friend (Deluxe)
